iter	PRAUC	Logloss
159	0.8899328313	0.001942696155
160	0.8900826079	0.001941389765
161	0.8904676185	0.00193779065
162	0.8906888239	0.001935890933
163	0.8908376252	0.001934278296
164	0.8909876131	0.001930623582
165	0.8912165893	0.001925164434
166	0.8914721635	0.001922797011
167	0.8917583149	0.001919536127
168	0.8921527063	0.001915618523
169	0.8923262377	0.001913553745
170	0.8924557804	0.001911989376
171	0.8926183049	0.001910546468
172	0.8927556313	0.001908430222
173	0.8930002262	0.001906037273
174	0.893261839	0.001903087726
175	0.8934262333	0.001898669847
176	0.8936035893	0.001896639787
177	0.8938160122	0.001891635272
178	0.8941164773	0.001888907529
179	0.8941695187	0.001887074856
180	0.8944848409	0.001882535541
181	0.8946838848	0.001880516338
182	0.8951587416	0.001873049365
183	0.8953294758	0.001869564061
184	0.8955362626	0.001866050928
185	0.8957626409	0.001860076123
186	0.8957342301	0.001859047566
187	0.8961519166	0.001852906699
188	0.8964387616	0.001850798839
189	0.8967079735	0.001846452389
190	0.8969791825	0.001844099518
191	0.8971229014	0.001842831255
192	0.8972627566	0.001839058179
193	0.897572375	0.001836622525
194	0.8976766673	0.001834772365
195	0.8978652311	0.001831220082
196	0.8981220778	0.001825686631
197	0.898277293	0.00182359882
198	0.8984272325	0.001822040482
199	0.8986260319	0.001819339291
200	0.8987607759	0.001816288998
201	0.8991088084	0.001812339415
202	0.8993115363	0.001810566482
203	0.8996916458	0.001804368888
204	0.8998470973	0.001802245972
205	0.9000227315	0.001800889444
206	0.9001090526	0.001799068241
207	0.900361536	0.001796417658
208	0.9005552931	0.001792933215
209	0.9008462026	0.00178868566
210	0.9009932749	0.001785558707
211	0.9011068623	0.001783751924
212	0.9013796755	0.001781567982
213	0.9018096094	0.001776421608
214	0.9021431079	0.001772272989
215	0.902314959	0.00176869731
216	0.9024190051	0.001766329918
217	0.9025937195	0.001764909022
218	0.9027468229	0.001762846701
219	0.9029846389	0.001759631948
220	0.9032598149	0.001755329593
221	0.9033629407	0.001753731679
222	0.9036171698	0.001748125418
223	0.9037346857	0.001746813606
224	0.9038566671	0.001744311013
225	0.9039430333	0.001742924632
226	0.9041585638	0.001740552716
227	0.904237332	0.001739321663
228	0.9043800162	0.00173696264
229	0.9045222818	0.001733817745
230	0.9046814689	0.001730410515
231	0.9048082962	0.00172868458
232	0.9049141541	0.001727131166
233	0.9051699742	0.001721480063
234	0.9053324718	0.001719644993
235	0.905537675	0.001718247305
236	0.9057994817	0.001715122521
237	0.9060236655	0.001713121588
238	0.9062216852	0.001711005546
239	0.9064607601	0.001707788161
240	0.90662435	0.001705161054
241	0.9068062388	0.00170309977
242	0.9070182117	0.00170096217
243	0.9071004451	0.001699436039
244	0.9072696512	0.001696223705
245	0.9073318135	0.001695154271
246	0.9074396842	0.001693662137
247	0.9077137059	0.001689752283
248	0.9078114171	0.001688330465
249	0.9079218123	0.001687074988
250	0.9080318986	0.001685793405
251	0.9080438115	0.001683883098
252	0.9081134116	0.001683077769
253	0.9081939095	0.001681856947
254	0.9084171285	0.001677205002
255	0.9086529917	0.001674325824
256	0.9087215176	0.001670760062
257	0.908883606	0.001667338049
258	0.9090977065	0.001664410655
259	0.9091768123	0.001662475308
260	0.9093365891	0.001659328839
261	0.9093403889	0.001657813739
262	0.9094319411	0.001656468136
263	0.9094763721	0.001655435095
264	0.9095897468	0.00165234849
265	0.9096499985	0.00165149707
266	0.9102167903	0.001645563812
267	0.9102799471	0.001644244712
268	0.9104396161	0.001642383977
269	0.9105166138	0.001641317504
270	0.9106680719	0.001638353624
271	0.9108100716	0.001636306237
272	0.9109484923	0.001634746835
273	0.9110790477	0.001633350328
274	0.9111499695	0.001632233524
275	0.9113581291	0.001628663368
276	0.9114396702	0.001627660336
277	0.9115081996	0.001624294383
278	0.9115971065	0.001621986604
279	0.9119664599	0.001618054837
280	0.9121501659	0.00161559262
281	0.9123107484	0.001612391688
282	0.912370574	0.001610941954
283	0.9124651752	0.001609390055
284	0.9125751784	0.001606535663
285	0.9128200573	0.001604529659
286	0.9129412868	0.001602353207
287	0.912985296	0.001600178072
288	0.9131363304	0.001598335807
289	0.913286648	0.00159628477
290	0.9134200076	0.001594682484
291	0.9135167057	0.001593404803
292	0.9137667928	0.001591667974
293	0.9140697605	0.001586893292
294	0.9142906963	0.001584858157
295	0.914333249	0.001583402677
296	0.9144165797	0.001581953181
297	0.9145100454	0.001579093601
298	0.9145856458	0.001577266374
299	0.9147539581	0.001575537209
300	0.9150206232	0.001572162211
301	0.9150764457	0.001571389473
302	0.9152664872	0.001569818589
303	0.9154243183	0.001567572565
304	0.9155455714	0.001565618933
305	0.9156108532	0.001564575575
306	0.9156684742	0.001561917874
307	0.9158956725	0.001559288637
308	0.9160166312	0.001558044763
309	0.9162390614	0.001555776643
310	0.9163995916	0.001553126947
311	0.9165858441	0.001550955683
312	0.9167336198	0.001548249034
313	0.9172588917	0.001542971613
314	0.9174133488	0.001541827701
315	0.9175455988	0.00153999852
316	0.9178332281	0.001536936828
317	0.9179891402	0.001535275578
318	0.9181921955	0.001532650557
319	0.91840333	0.001529947374
320	0.9188987374	0.001525550327
321	0.9190833015	0.001524174663
322	0.9193280642	0.00152050865
323	0.9196027077	0.001518250273
324	0.919713834	0.001515874512
325	0.919974613	0.001511227385
326	0.9202060144	0.001509180128
327	0.9203884389	0.001507539053
328	0.9203946134	0.001505336771
329	0.9204811199	0.00150430599
330	0.9204914259	0.001503716492
331	0.9205877112	0.001501876268
332	0.9207337686	0.001497539071
333	0.9212163835	0.001492873746
334	0.9215503952	0.001489928167
335	0.9216624312	0.001488436249
336	0.9222583879	0.001483209822
337	0.9224224458	0.001480226863
338	0.9224954859	0.001478777251
339	0.9226099243	0.001475315642
340	0.9228569339	0.001473504114
341	0.9232349091	0.001470074687
342	0.9235754286	0.001466511491
343	0.9236645026	0.001465567306
344	0.9237238246	0.001464306296
345	0.9238644322	0.001461455887
346	0.9243821485	0.001456211765
347	0.9244575405	0.001454812139
348	0.9246061631	0.00145101088
349	0.9246668871	0.001450403609
350	0.9252278705	0.001445520651
351	0.925752837	0.001441798772
352	0.9260285422	0.001435685608
353	0.9262659511	0.001432554235
354	0.9263738019	0.001429883877
355	0.9268578355	0.00142472793
356	0.9269974634	0.00142347293
357	0.9275553257	0.001419559951
358	0.9275798333	0.001418974603
359	0.9276163369	0.001416765943
360	0.9277193737	0.001415887428
361	0.9282683688	0.00141148495
362	0.9285518476	0.001407422567
363	0.9286762174	0.001405925672
364	0.9290978797	0.001401485527
365	0.9294128673	0.001399071649
366	0.9294698936	0.001398172596
367	0.9296893352	0.001395727865
368	0.9298352226	0.001393911443
369	0.9299731058	0.001390632329
370	0.9300872882	0.001388196866
371	0.9301667813	0.001387012249
372	0.9303910056	0.001384582259
373	0.9304576014	0.001383782581
374	0.9305969499	0.001381890731
375	0.9306560399	0.001379409302
376	0.9307179451	0.001378258812
377	0.9308786798	0.001375365405
378	0.9309451613	0.001374237196
379	0.9310547148	0.001372903537
380	0.9311522508	0.001369983619
381	0.9314680507	0.001366057664
382	0.9315529788	0.001363478783
383	0.9315304834	0.001362346972
384	0.931707021	0.001359787601
385	0.9317686471	0.001359151956
386	0.9317755342	0.00135868323
387	0.9318178762	0.001357647577
388	0.9322708783	0.001353477171
389	0.9323922214	0.001352153613
390	0.9324259505	0.001351535785
391	0.9327868981	0.001347741195
392	0.9328119426	0.001345828525
393	0.9330565332	0.001343752148
394	0.9332982097	0.00134004415
395	0.9333471679	0.001338884657
396	0.9334529635	0.00133739709
397	0.9337881905	0.001333047427
398	0.9338870501	0.001332193365
399	0.9339420578	0.001331511681
400	0.9340096838	0.001330456908
401	0.9340086055	0.001329700054
402	0.9341444978	0.001328347044
403	0.9343755224	0.001324898391
404	0.9344588801	0.001324231264
405	0.9345407823	0.00132338114
406	0.9347230043	0.001321622526
407	0.9348049867	0.001320587312
408	0.9348986137	0.001319482292
409	0.934917281	0.001318657743
410	0.9349644893	0.001317759059
411	0.9350411177	0.001316545
412	0.935181787	0.001315206471
413	0.9353780881	0.001313676235
414	0.9355311699	0.001312786004
415	0.9355880323	0.001311740224
416	0.9359600101	0.001308434669
417	0.936029721	0.001307330481
418	0.9362500715	0.00130521796
419	0.9364910912	0.001302494885
420	0.9366772453	0.001300423168
421	0.9369765983	0.001297570936
422	0.9371243963	0.001296265179
423	0.9371496932	0.001295628245
424	0.9371818087	0.001295123484
425	0.9372046332	0.001294154139
426	0.9373821626	0.001292570414
427	0.9374146298	0.001291855194
428	0.9376251884	0.001289334771
429	0.9376998252	0.001287607526
430	0.9378109343	0.001286496979
431	0.937887264	0.001285573037
432	0.938132525	0.001282318269
433	0.9382866833	0.001280876806
434	0.9383591243	0.001279991115
435	0.9383789899	0.001279573552
436	0.9383973755	0.001278946368
437	0.9384057493	0.001278387278
438	0.9384830505	0.001277182147
439	0.9385221213	0.001276128409
440	0.9387789497	0.001273131541
441	0.9387994344	0.001272693118
442	0.9390232462	0.001269250395
443	0.9391150199	0.001268003053
444	0.9391984193	0.0012672059
445	0.9394127508	0.001264357394
446	0.9396011639	0.001261515775
447	0.9396110647	0.001261037095
448	0.9396650816	0.001260164369
449	0.9396934712	0.001259554463
450	0.9398952824	0.001256280255
451	0.940081156	0.001253376735
452	0.9403179154	0.00124895404
453	0.9404735079	0.001247678076
454	0.9404982814	0.0012469218
455	0.9405111553	0.001246612892
456	0.9405267783	0.001245920103
457	0.9405722433	0.001245012545
458	0.940640951	0.001244364814
459	0.9409131937	0.001240126283
460	0.9410114277	0.001238684616
461	0.9411491884	0.001237974626
462	0.9411463343	0.001237619288
463	0.941223687	0.001235988833
464	0.941594242	0.001229661529
465	0.9416776351	0.00122800855
466	0.9417131548	0.001227175213
467	0.9417467782	0.001226554891
468	0.9418768269	0.001224365538
469	0.9419685858	0.001223361444
470	0.9420624455	0.001222441761
471	0.9420741951	0.001221884006
472	0.9420610897	0.001221597523
473	0.9420801622	0.001221233453
474	0.9421386202	0.00121950295
475	0.9421426433	0.001219247623
476	0.9422610954	0.001218611899
477	0.9424163583	0.001215612802
478	0.9425158271	0.001212959961
479	0.9426264503	0.001210464499
480	0.9428006486	0.001207916464
481	0.9428395238	0.001207233065
482	0.9428479424	0.001206914005
483	0.9429294832	0.001205335541
484	0.9432039787	0.00120139033
485	0.9432397338	0.001200803
486	0.9432512765	0.001200236211
487	0.9433710734	0.001198648756
488	0.9434480743	0.001197998999
489	0.9435006825	0.001197413767
490	0.9435784705	0.001196277066
491	0.9435911009	0.001195946224
492	0.943595431	0.0011957218
493	0.943603606	0.001194868464
494	0.9436105377	0.001194624298
495	0.9437779373	0.001192134692
496	0.943857206	0.001190730087
497	0.9439437339	0.001188876714
498	0.9439467598	0.00118868306
499	0.9439498876	0.001188388778
500	0.9440401343	0.001187855576
501	0.9440526497	0.001187358928
502	0.9441688219	0.001185049473
503	0.9444603868	0.001182304278
504	0.9445080993	0.001181824839
505	0.9445327183	0.001181470101
506	0.9445540465	0.001181063219
507	0.9446389465	0.001178948182
508	0.9447613146	0.001177885145
509	0.9450052991	0.001172738178
510	0.9450665953	0.001171730258
511	0.9452227786	0.001169480859
512	0.9453645382	0.001167220715
513	0.9455161713	0.001165126834
514	0.9455532205	0.001164553203
515	0.9456490651	0.00116307624
516	0.9457291101	0.001162516879
517	0.9458401166	0.001161770722
518	0.9458919938	0.00116111118
519	0.9458979452	0.001160885977
520	0.9459369505	0.001159923785
521	0.9459719556	0.001159660996
522	0.9462307927	0.001156069209
523	0.9462481449	0.001155506537
524	0.9463580694	0.001154300825
525	0.9465732069	0.001151348399
526	0.9467720131	0.00114968628
527	0.9467746402	0.001149408543
528	0.9467945383	0.001148920374
529	0.9468778183	0.001148220026
530	0.9469848755	0.001147277146
531	0.946986992	0.001147081686
532	0.9470729609	0.001145110658
533	0.9471002088	0.001143533911
534	0.9471841515	0.001142371357
535	0.9471953839	0.001142120322
536	0.947221829	0.001141025534
537	0.9472164319	0.001139835104
538	0.9473082546	0.001139335047
539	0.9473276761	0.00113818035
540	0.9474121743	0.001136949213
541	0.9474781561	0.001136015231
542	0.9476161868	0.001135168141
543	0.9476049805	0.001134983152
544	0.9476798782	0.001134538173
545	0.94783758	0.00113244761
546	0.9479697504	0.001131041139
547	0.9480031628	0.001130299194
548	0.9480643964	0.001129052704
549	0.9480740099	0.00112834978
550	0.9480847392	0.001128028986
551	0.9481176651	0.001126671258
552	0.9482319421	0.001125852177
553	0.948325231	0.00112467943
554	0.94834362	0.001124422764
555	0.9483897054	0.001123208284
556	0.9484814425	0.001122208464
557	0.9487081839	0.001120264511
558	0.9487366309	0.001118881514
559	0.9487467874	0.00111844525
560	0.9489489855	0.001116554813
561	0.9491099252	0.001114699317
562	0.9492098377	0.00111337891
563	0.9494308573	0.001110086831
564	0.9495823351	0.001108559938
565	0.9496901623	0.001106989079
566	0.9496942079	0.001106749344
567	0.9497588604	0.0011056539
568	0.9497870385	0.001104819912
569	0.9498643319	0.001104131509
570	0.9498596056	0.00110366317
571	0.9499179899	0.001102770387
572	0.9500033719	0.001102087055
573	0.9500785775	0.001101392667
574	0.950223069	0.0010995713
575	0.9502772754	0.001098738386
576	0.9503131092	0.001097957318
577	0.9504561381	0.001096732528
578	0.9504229216	0.00109616236
579	0.9505679371	0.001095172221
580	0.9506509516	0.001094480183
581	0.9507479399	0.001093762476
582	0.9507923163	0.001092921341
583	0.9508813634	0.001092191221
584	0.950910485	0.001090689594
585	0.95116293	0.001086195907
586	0.9511939449	0.001085266659
587	0.9512613062	0.00108428327
588	0.9513046012	0.001083664428
589	0.9513874005	0.001082969812
590	0.9515556322	0.001081749872
591	0.9516288103	0.00108095044
592	0.9517236426	0.001080138058
593	0.9518392584	0.001079268909
594	0.9519152183	0.00107845219
595	0.9519516915	0.001077218837
596	0.9519814855	0.001076111217
597	0.9520889512	0.00107545044
598	0.9520981846	0.001075174194
599	0.9521457204	0.001074755991
600	0.9521512703	0.001073945305
601	0.9522665132	0.001071900634
602	0.9523272912	0.001070522043
603	0.952406498	0.001068524233
604	0.952493138	0.001066894469
605	0.9525322393	0.001066246778
606	0.9527810113	0.001063895185
607	0.952860216	0.001063359456
608	0.9528888594	0.001062981388
609	0.9529741644	0.001061325528
610	0.9530127265	0.001061044045
611	0.9530635936	0.001060419909
612	0.9532012594	0.001058425169
613	0.9532185375	0.00105748439
614	0.9532563522	0.00105696799
615	0.9533775962	0.001055063385
616	0.9534464243	0.001053333235
617	0.9535404119	0.00105258186
618	0.95377062	0.001050351197
619	0.9537518392	0.001049564983
620	0.9539365259	0.001047188715
621	0.9539606215	0.001046903644
622	0.9540100295	0.001044697869
623	0.9540899789	0.001044021108
624	0.954111909	0.001043294704
625	0.9542727114	0.001042037674
626	0.9543002315	0.001041316465
627	0.9543873903	0.001040630683
628	0.9544738214	0.001039872328
629	0.9545834298	0.001038325694
630	0.9546790644	0.001036578876
631	0.954782644	0.001035927738
632	0.954848216	0.00103347971
633	0.9550644808	0.001031383094
634	0.9550832052	0.001030794916
635	0.9551498793	0.00103012877
636	0.9552580445	0.001029551992
637	0.9553107	0.001028755631
638	0.9553725674	0.001028159954
639	0.9554121732	0.001026134327
640	0.9554344064	0.001025869005
641	0.9554848556	0.001024616103
642	0.9556079905	0.001023013012
643	0.9557266347	0.001021821149
644	0.9557823295	0.001021240253
645	0.9558600942	0.001020594063
646	0.955934408	0.001020045175
647	0.9559431085	0.001019807887
648	0.955973925	0.001019338708
649	0.9561556471	0.001017303247
650	0.9562233742	0.001016303162
651	0.9563115697	0.001014671091
652	0.956370131	0.001014049975
653	0.9564595413	0.001012596732
654	0.9565695313	0.001011925704
655	0.9566090145	0.001011362244
656	0.9566222916	0.001010059162
657	0.9566213503	0.001009367175
658	0.9568403846	0.001007378779
659	0.9568709433	0.001007047752
660	0.9568952247	0.001005775951
661	0.9570442535	0.001004601988
662	0.9571340251	0.001003088329
663	0.9571921473	0.001002532025
664	0.9572266836	0.001001929376
665	0.9572344402	0.001000967797
666	0.9573829559	0.0009999273881
667	0.9574727579	0.0009992693415
668	0.9575530557	0.0009986496118
669	0.9576125172	0.0009980616876
670	0.9576325635	0.000997340529
671	0.9577061369	0.0009967986445
672	0.9577800594	0.0009962371424
673	0.9578496131	0.0009949475761
674	0.9578992254	0.0009941615444
675	0.9579371614	0.0009933765615
676	0.9580006644	0.0009924009605
677	0.9580068399	0.0009919435272
678	0.9581728019	0.0009900861308
679	0.9581850003	0.0009897730862
680	0.9582863522	0.0009879635578
681	0.9583413758	0.0009874361978
682	0.9583807152	0.0009870847077
683	0.9584156496	0.0009857187712
684	0.9584656679	0.0009851406789
685	0.9586592848	0.0009833737384
686	0.9587355192	0.0009828236775
687	0.9587811037	0.0009813966578
688	0.9589133497	0.0009795986695
689	0.9589991406	0.0009790395453
690	0.9590095636	0.0009785252329
691	0.9591157355	0.0009772659612
692	0.9593295007	0.0009741743675
693	0.9593632027	0.0009729228052
694	0.9594190319	0.0009723567048
695	0.9594821735	0.0009711690552
696	0.9595769173	0.0009694521045
697	0.9596413253	0.000968914479
698	0.9597942172	0.000967218637
699	0.9598879112	0.0009657179238
700	0.9599215239	0.0009651233698
701	0.9599546159	0.0009646238068
702	0.959950224	0.0009644211446
703	0.9600049831	0.0009636955372
704	0.9600325207	0.0009631998628
705	0.9600441705	0.0009619960638
706	0.9602379011	0.0009603809159
707	0.9602420187	0.0009601146081
708	0.9603150296	0.0009587535651
709	0.960331914	0.0009582683785
710	0.9604700369	0.0009571972309
711	0.9605029051	0.0009560171191
712	0.9605960175	0.0009548052387
713	0.9606579684	0.0009538123605
714	0.9607415633	0.0009532398492
715	0.9607866941	0.0009522296716
716	0.9608491768	0.0009509575294
717	0.9608694816	0.0009498319379
718	0.9610287828	0.0009482803774
719	0.9610719283	0.0009477825408
720	0.9611175674	0.0009471622166
721	0.9613723444	0.0009437155501
722	0.9614017493	0.0009425927398
723	0.9614518502	0.0009421088406
724	0.9614592879	0.0009415330179
725	0.9615240161	0.0009407116167
726	0.9616892991	0.000939226978
727	0.9617148512	0.0009389337816
728	0.9617526197	0.0009377753915
729	0.9618363686	0.0009365177104
730	0.9619717681	0.0009340557457
731	0.9620281155	0.0009335335757
732	0.962039316	0.0009330175704
733	0.9620738209	0.0009311633818
734	0.96215726	0.0009302915748
735	0.962315055	0.0009279404883
736	0.9623979865	0.0009263587692
737	0.9623939516	0.0009259683314
738	0.9624435983	0.0009254066487
739	0.9624733139	0.0009249186167
740	0.9625151532	0.0009239528021
741	0.9625523055	0.0009234182076
742	0.9625873636	0.0009222757936
743	0.962720461	0.000921342776
744	0.962770497	0.0009208744544
745	0.9628411489	0.0009196073194
746	0.9628693194	0.0009190010175
747	0.9629808716	0.0009178067038
748	0.9630445044	0.0009168302216
749	0.9630320797	0.000915834041
750	0.9630720708	0.0009141079162
751	0.9631978738	0.0009132004939
752	0.9634470134	0.0009112504073
753	0.9634840563	0.0009108103116
754	0.9635284052	0.0009098216298
755	0.9635665205	0.0009094994944
756	0.9637979355	0.0009063171404
757	0.9638348273	0.0009048703331
758	0.9639942962	0.0009027650366
759	0.9641737682	0.0009016281742
760	0.9642060223	0.000901152266
761	0.9642200245	0.0009002563125
762	0.9644594474	0.0008986047204
763	0.9644586304	0.0008970051928
764	0.9644961714	0.000896359157
765	0.9646081007	0.0008952005528
766	0.9647550258	0.000893844852
767	0.9648155863	0.0008933760867
768	0.9648058307	0.0008931264353
769	0.9648823547	0.0008915023901
770	0.9648945417	0.0008911014958
771	0.9649909812	0.0008899739604
772	0.9650853412	0.0008890462391
773	0.9651024854	0.0008885600373
774	0.965149369	0.0008879527234
775	0.9653451947	0.0008854545176
776	0.9653819093	0.0008849489527
777	0.9655431485	0.0008833793863
778	0.9655820054	0.0008826072485
779	0.9656197273	0.0008821847587
780	0.9656267979	0.0008812938312
781	0.9656695983	0.000880894032
782	0.9656627868	0.0008804969383
783	0.965689808	0.0008800424722
784	0.965779971	0.0008790606032
785	0.9659287582	0.0008769823854
786	0.9659307559	0.0008767605945
787	0.9659604002	0.0008763387108
788	0.9659677415	0.0008758739179
789	0.9659775804	0.000875008441
790	0.9660706888	0.0008745148562
791	0.9662988661	0.0008719292084
792	0.9665258095	0.0008703127934
793	0.966588634	0.000869506436
794	0.9668040142	0.0008671231952
795	0.9668074241	0.0008666089386
796	0.9668182787	0.0008664639338
797	0.9668835635	0.0008659752139
798	0.9668942944	0.0008657600223
799	0.9669401026	0.0008649017618
800	0.9670972427	0.0008640048606
801	0.9672369841	0.0008631683228
802	0.9673199996	0.0008616869491
803	0.9673467636	0.0008609170532
804	0.9675231253	0.0008586447514
805	0.9675265915	0.0008582124815
806	0.9677902349	0.0008553258435
807	0.9679745166	0.0008531446644
808	0.9679941491	0.0008527077808
809	0.96800287	0.0008524343001
810	0.9680238331	0.0008520103831
811	0.9680512482	0.0008502493633
812	0.9680739883	0.0008498050717
813	0.968216018	0.0008479379866
814	0.9684430905	0.0008461313037
815	0.9685927724	0.0008450681738
816	0.9687230158	0.0008432787734
817	0.9686930418	0.0008424851832
818	0.9687278748	0.0008420783885
819	0.9688489765	0.000841211499
820	0.9688880534	0.0008404968445
821	0.9689725889	0.0008396810863
822	0.9690582346	0.000839244937
823	0.9691048957	0.0008383309507
824	0.9691315584	0.0008378470607
825	0.9691631704	0.0008371166247
826	0.9694426764	0.0008353539825
827	0.9694692465	0.0008346861834
